"","fips","MEASYEAR","abundance","richness"
"317","01023",2018,15165037.4731734,32
"318","01023",2019,14534755.6580512,42
"319","01023",2020,11540298.9235321,33
"320","01023",2021,11559063.1721297,31
"321","01023",2022,14438311.3796139,37
"322","01025",1981,35352012.7448774,66
"323","01025",1989,22535581.1112299,63
"324","01025",1990,23631622.1381179,57
"325","01025",1997,12135372.6152551,56
"326","01025",1998,12249865.0618791,59
"327","01025",1999,11407558.6186307,72
"328","01025",2000,4824347.81303123,6
"329","01025",2001,24227812.7619018,44
"330","01025",2002,21309158.4375587,62
"331","01025",2003,21048018.781354,54
"332","01025",2004,17689287.231232,59
"333","01025",2005,15613665.9654962,43
"334","01025",2006,21092693.3232588,40
"335","01025",2007,15246861.3565946,53
"336","01025",2008,22227926.9726359,55
"337","01025",2009,33452065.8364781,29
"338","01025",2010,18289522.666126,55
"339","01025",2011,11592266.602167,15
"340","01025",2012,20218713.4256798,42
"341","01025",2013,20718000.3541232,36
"342","01025",2014,16658673.6096927,55
"343","01025",2015,16951752.8511287,48
"344","01025",2016,19905961.5412189,54
"345","01025",2017,21323014.211441,35
"346","01025",2018,18621277.5684934,42
"347","01025",2019,19351859.2924298,34
"348","01025",2020,11977109.0431178,29
"349","01025",2021,18169539.7916089,43
"350","01025",2022,15041170.671984,42
"351","01027",1982,19640054.7721856,36
"352","01027",1990,11648952.6017755,41
"353","01027",1997,7330986.83296179,28
"354","01027",1998,8159050.28013068,27
"355","01027",1999,5213369.50167553,27
"356","01027",2000,6616735.85140941,39
"357","01027",2001,10493269.3004859,31
"358","01027",2002,12048426.521443,27
"359","01027",2003,11749931.3694686,29
"360","01027",2004,9767410.23221372,30
"361","01027",2005,10258160.6584647,28
"362","01027",2006,10264159.8972778,26
"363","01027",2007,9843847.85393679,29
"364","01027",2008,9549172.58841858,27
"365","01027",2009,7676633.66624897,23
"366","01027",2010,7063050.49531771,29
"367","01027",2012,8393398.67148186,32
"368","01027",2013,8035067.23109375,23
"369","01027",2014,9227234.89917226,30
"370","01027",2015,10143221.4915311,20
"371","01027",2016,7368523.1464604,21
"372","01027",2017,6847787.488905,30
"373","01027",2018,6993375.48440459,29
"374","01027",2019,5830152.61000906,23
"375","01027",2020,11896317.9922446,27
"376","01027",2021,8224436.96619688,27
"377","01027",2022,18956530.2535835,8
"378","01029",1982,19220402.1425128,35
"379","01029",1990,11505409.9260909,39
"380","01029",1998,5834736.66066049,33
"381","01029",1999,4043001.38656884,30
"382","01029",2000,5630532.69308159,36
"383","01029",2001,10369155.910726,28
"384","01029",2002,9119067.98956734,25
"385","01029",2003,10121312.3658533,30
"386","01029",2004,6885414.96202498,22
"387","01029",2005,10208431.9274541,29
"388","01029",2006,6237547.94565637,26
"389","01029",2007,7205704.44996888,19
"390","01029",2008,7603441.42603361,25
"391","01029",2009,10889939.3498207,28
"392","01029",2010,6275048.73177675,22
"393","01029",2011,8972159.924718,24
"394","01029",2012,8152221.47520725,29
"395","01029",2013,4282658.62324344,5
"396","01029",2014,9375194.42595125,21
"397","01029",2015,7880011.02457301,34
"398","01029",2016,8322108.31860126,29
"399","01029",2017,8756493.4210856,24
"400","01029",2018,7491754.51376993,27
"401","01029",2019,7878311.5413921,22
"402","01029",2020,5312851.55434677,21
"403","01029",2021,9357100.79099333,22
"404","01031",1981,20998874.2072672,42
"405","01031",1982,12176039.6414252,8
"406","01031",1990,14790996.296438,48
"407","01031",1997,8836118.10022585,27
"408","01031",1998,9745327.73775795,30
"409","01031",1999,7156326.67212794,42
"410","01031",2000,17634766.7435343,2
"411","01031",2001,11579053.623649,38
"412","01031",2002,7806865.8597867,16
"413","01031",2003,10886251.4626157,30
"414","01031",2004,14183993.3921988,28
"415","01031",2006,9686278.28119842,37
"416","01031",2007,5365415.377539,10
"417","01031",2008,13783055.9296159,21
"418","01031",2009,7744151.55843696,13
"419","01031",2010,8917069.72032712,15
"420","01031",2011,9598902.47081128,26
"421","01031",2012,15751313.6829649,29
"422","01031",2013,9975380.10073493,35
"423","01031",2014,5123257.12689432,17
"424","01031",2015,11526486.002939,19
"425","01031",2016,5283503.06287101,14
"426","01031",2017,10632424.4082865,32
"427","01031",2018,15706923.2384023,25
"428","01031",2019,9829245.92827442,30
"429","01031",2020,9697528.79565316,25
"430","01031",2021,9421103.94177067,26
"431","01031",2022,2620955.20356634,2
"432","01033",1982,20215323.2383921,49
"433","01033",1983,7300488.8790536,5
"434","01033",1989,11257612.086183,55
"435","01033",1997,4095087.52162332,26
"436","01033",1998,9050174.51855165,32
"437","01033",1999,5230932.23483502,36
"438","01033",2000,5814891.87544177,58
"439","01033",2001,10973495.3903605,43
"440","01033",2002,10748260.496247,43
"441","01033",2003,11252913.2954988,36
"442","01033",2004,8950765.64532774,35
"443","01033",2005,6553725.64622801,37
"444","01033",2006,9560645.17081062,42
"445","01033",2007,12848378.7724489,37
"446","01033",2008,8160158.28359062,30
"447","01033",2009,7220761.4253835,27
"448","01033",2010,11979006.8037153,26
"449","01033",2011,9007246.09930458,40
"450","01033",2012,10769682.6888324,39
"451","01033",2013,12677649.841951,24
"452","01033",2014,10992234.7046657,37
"453","01033",2015,8109106.46282454,34
"454","01033",2016,9039017.69560639,37
"455","01033",2017,8547104.43788335,32
"456","01033",2018,6717360.42089406,15
"457","01033",2019,11572688.8805773,26
"458","01033",2020,8980807.42910599,40
"459","01033",2021,14345369.9906289,39
"460","01033",2022,8083615.608644,39
"461","01035",1981,25702299.0616701,51
"462","01035",1989,18676873.1248414,26
"463","01035",1990,17460552.7807173,59
"464","01035",1997,9807296.61692014,39
"465","01035",1998,7753375.29794817,40
"466","01035",1999,7217235.35137512,55
"467","01035",2000,13453848.0495378,15
"468","01035",2001,13750519.5098809,29
"469","01035",2002,13738457.4603907,34
"470","01035",2003,13010957.9774274,36
"471","01035",2004,11571091.848355,39
"472","01035",2005,11159786.1773483,16
"473","01035",2006,12050522.6867142,25
"474","01035",2007,12150478.3453732,41
"475","01035",2008,13058777.6988975,27
"476","01035",2009,13372786.3981449,29
"477","01035",2010,9881768.19535625,34
"478","01035",2012,14904504.8216577,25
"479","01035",2013,11876366.263734,25
"480","01035",2014,11369509.98998,32
"481","01035",2015,12139796.1200396,26
"482","01035",2016,13196767.4499546,24
"483","01035",2017,11160781.6887573,36
"484","01035",2018,12475508.5959996,26
"485","01035",2019,11674239.9760605,24
"486","01035",2020,11648072.3683773,27
"487","01035",2021,9912946.82317229,22
"488","01035",2022,14284224.8267282,27
"489","01037",1982,21820178.8773379,45
"490","01037",1990,13465776.6018132,47
"491","01037",1997,7017183.39057221,32
"492","01037",1999,6663334.32192576,44
"493","01037",2000,8660261.28219099,36
"494","01037",2001,9466938.08041313,32
"495","01037",2002,11465267.3186289,33
"496","01037",2003,11203508.0857525,34
"497","01037",2004,12102732.5703072,25
"498","01037",2005,8924974.70539717,33
"499","01037",2006,12370907.4330014,33
"500","01037",2007,8777543.22209978,30
"501","01037",2008,9100577.4898455,25
"502","01037",2009,10139060.0954727,33
"503","01037",2010,8672111.76958671,27
"504","01037",2011,8429665.20689569,25
"505","01037",2012,6160231.48456975,8
"506","01037",2013,10407397.9366347,27
"507","01037",2014,11042315.4178579,34
"508","01037",2015,8447167.26645081,28
"509","01037",2016,10901314.3259724,32
"510","01037",2017,8773185.54897365,28
"511","01037",2018,12259923.6249403,8
"512","01037",2019,7194428.2628462,34
"513","01037",2020,9542296.13576272,25
"514","01037",2021,10239928.4102527,26
"515","01037",2022,17672840.0536463,9
"516","01039",1980,32983432.2785752,35
"517","01039",1981,30004080.3417498,34
"518","01039",1989,22675185.6288513,36
"519","01039",1990,19541184.6382262,47
"520","01039",1997,10255170.4068064,37
"521","01039",1998,10392075.1713962,41
"522","01039",1999,10762008.1444057,40
"523","01039",2001,20212163.7129616,41
"524","01039",2002,14105194.9407272,24
"525","01039",2003,11788023.5142085,28
"526","01039",2004,10431618.4404344,31
"527","01039",2005,12704786.4309805,26
"528","01039",2006,15109961.8919497,30
"529","01039",2007,17791559.2061086,23
"530","01039",2008,14110287.5030558,17
"531","01039",2009,9870341.08879685,22
"532","01039",2010,11059672.8105504,32
"533","01039",2011,14861668.2785093,27
"534","01039",2012,14123254.8109885,23
"535","01039",2013,13785678.1146518,32
"536","01039",2014,13683123.2815107,22
"537","01039",2015,11488278.5475758,28
"538","01039",2016,18191982.4480781,10
"539","01039",2017,11165171.421508,32
"540","01039",2018,11292557.906604,10
"541","01039",2019,12501876.4155949,33
"542","01039",2021,12296196.267071,27
"543","01039",2022,6811604.86697341,11
"544","01041",1981,16832568.8665313,49
"545","01041",1982,16775691.4823596,4
"546","01041",1990,10105653.0928578,54
"547","01041",1997,7181124.89910355,36
"548","01041",1998,4870837.231554,42
"549","01041",1999,5088324.00262857,48
"550","01041",2001,9301339.72251343,36
"551","01041",2002,7138186.0702363,27
"552","01041",2003,8712284.81492851,44
"553","01041",2004,5667374.71860029,28
"554","01041",2006,7936369.8605316,29
"555","01041",2007,7254598.21695115,26
"556","01041",2008,8699432.16611777,35
"557","01041",2009,6259000.94354984,33
"558","01041",2010,11139071.175052,28
"559","01041",2011,8359771.50913937,23
"560","01041",2012,7633794.53520658,40
"561","01041",2013,7656055.63044716,14
"562","01041",2014,9596454.48299007,29
"563","01041",2015,9362847.59835552,42
"564","01041",2017,8369203.31609416,43
"565","01041",2018,7979572.2409355,29
"566","01041",2019,7715454.01280949,27
"567","01041",2020,9798991.27549906,30
"568","01041",2021,9257578.44557544,31
"569","01041",2022,8910164.17913575,13
"570","01043",1982,22712045.2638498,36
"571","01043",1990,13710488.4335697,39
"572","01043",2000,8203438.69204557,47
"573","01043",2001,15868172.8561591,39
"574","01043",2002,15998142.3192378,27
"575","01043",2003,13574354.1709974,33
"576","01043",2004,12626258.4324899,30
"577","01043",2005,20607217.8943001,8
"578","01043",2006,13700562.2800225,29
"579","01043",2007,8981258.67380514,24
"580","01043",2008,11143457.0262333,23
"581","01043",2009,10024074.0277374,31
"582","01043",2010,10883939.9214974,29
"583","01043",2011,9548721.79025528,26
"584","01043",2012,13448024.7699724,34
"585","01043",2013,7829705.04680903,23
"586","01043",2015,9544146.39725828,19
"587","01043",2016,10150604.2201479,29
"588","01043",2017,11111116.7135224,31
"589","01043",2019,7824559.12290065,36
"590","01043",2020,7643712.1693352,30
"591","01043",2022,9620958.36804935,22
"592","01045",1981,15906142.9128021,44
"593","01045",1990,10069198.5379236,49
"594","01045",1997,4968491.15921547,28
"595","01045",1998,3917694.20712859,27
"596","01045",1999,5781213.70697587,36
"597","01045",2000,5221330.62572765,25
"598","01045",2001,10598068.5969982,26
"599","01045",2002,9792401.67269927,26
"600","01045",2003,8216934.46039591,23
"601","01045",2004,7314550.44673998,34
"602","01045",2005,10020606.3099684,17
"603","01045",2006,8986976.23328525,18
"604","01045",2007,10879481.1754006,16
"605","01045",2008,9311038.99790157,27
"606","01045",2009,8220304.90183723,20
"607","01045",2010,7589868.70916713,24
"608","01045",2011,8174478.73133692,25
"609","01045",2012,9616209.90412089,23
"610","01045",2013,8375652.21448915,26
"611","01045",2014,9700379.37329249,22
"612","01045",2015,5060077.65300083,12
"613","01045",2016,9766044.99248024,30
"614","01045",2017,12099191.3683602,7
"615","01045",2018,8604624.86313464,25
"616","01045",2019,8719694.91441605,32
"617","01045",2021,7167387.24591443,33
"618","01047",1981,30402665.9220821,51
"619","01047",1982,27458253.2445752,7
"620","01047",1990,18814824.7842094,59
"621","01047",1997,9256106.87759689,53
"622","01047",1998,8956694.01446742,47
"623","01047",1999,8030946.98192111,35
"624","01047",2000,10753093.0285208,51
"625","01047",2001,18523888.6680882,48
"626","01047",2002,16274269.3930766,44
"627","01047",2003,10898014.3693534,40
"628","01047",2004,11760758.7843193,36
"629","01047",2005,11254239.0110935,36
"630","01047",2006,13684488.0730366,46
"631","01047",2007,10801212.7035208,39
"632","01047",2008,12050211.1751452,28
"633","01047",2009,10168251.542347,32
"634","01047",2010,13130984.1719067,33
"635","01047",2011,10844126.7414562,34
"636","01047",2012,14338786.6264279,32
"637","01047",2013,14098035.808381,45
"638","01047",2014,13109405.445614,41
"639","01047",2015,14485778.9592279,35
"640","01047",2016,14449098.8868279,37
"641","01047",2017,14462270.3011114,32
"642","01047",2018,11675021.5680594,26
"643","01047",2019,14878582.7328516,41
"644","01047",2020,12996504.7645439,41
"645","01047",2021,13456036.9814816,37
"646","01047",2022,11815734.8596361,25
"647","01049",1982,23344184.285563,39
"648","01049",1989,13081675.7213446,40
"649","01049",1997,7660272.81860067,30
"650","01049",1998,6109674.23779697,29
"651","01049",2000,7400539.74967097,40
"652","01049",2001,12871227.3982164,24
"653","01049",2002,14844477.1346752,25
"654","01049",2003,12865104.0376518,33
"655","01049",2004,11909457.4182768,29
"656","01049",2005,10166026.7362326,24
"657","01049",2006,16267016.8737657,19
"658","01049",2007,10940930.5863129,22
"659","01049",2008,9564821.64562851,24
"660","01049",2009,10509246.820433,29
"661","01049",2010,9696506.2094083,19
"662","01049",2011,12543695.463214,24
"663","01049",2012,7461529.87514141,19
"664","01049",2013,13550758.7345359,15
"665","01049",2014,11834671.3860488,24
"666","01049",2015,8541140.18889403,19
"667","01049",2016,8166117.65885365,16
"668","01049",2017,10144024.7643597,38
"669","01049",2018,10969335.8945679,28
"670","01049",2019,20021722.8684607,14
"671","01049",2020,11922189.5637311,26
"672","01049",2021,8946132.46812998,19
"673","01051",1981,20018941.9582359,46
"674","01051",1990,11012394.0917038,53
"675","01051",1997,5038469.45169704,31
"676","01051",1999,5551146.21805438,24
"677","01051",2000,6828337.86313502,50
"678","01051",2001,14290337.9747178,26
"679","01051",2002,14731866.2479389,17
"680","01051",2003,11346057.7987755,34
"681","01051",2004,13291441.8672582,30
"682","01051",2005,7243096.82820909,29
"683","01051",2006,11405930.375029,22
"684","01051",2007,10367293.2036522,32
"685","01051",2008,10113321.1199134,35
"686","01051",2009,9778790.20353664,9
"687","01051",2010,9713801.80636735,33
"688","01051",2011,10205153.1361736,13
"689","01051",2012,8921479.79059982,19
"690","01051",2013,14895145.395181,22
"691","01051",2014,10422941.3407334,29
"692","01051",2015,9122403.7819152,36
"693","01051",2016,10499812.3356925,33
"694","01051",2017,7276445.84889307,24
"695","01051",2018,10814243.0399409,11
"696","01051",2019,8810657.6498017,36
"697","01051",2020,7991124.99270426,18
"698","01051",2021,10997509.028685,18
"699","01051",2022,14781048.2723627,14
"700","01053",1980,24360729.0493294,12
"701","01053",1981,27064440.431422,42
"702","01053",1989,18443524.3040372,22
"703","01053",1990,15624843.4666898,49
"704","01053",1997,8376880.77776572,35
"705","01053",1998,9898492.32472581,45
"706","01053",1999,7462954.77015955,12
"707","01053",2001,13006150.4118796,31
"708","01053",2002,22672499.8772792,30
"709","01053",2003,15920111.4715452,27
"710","01053",2004,15439446.7856618,25
"711","01053",2005,14207833.5952916,27
"712","01053",2006,12203131.0679447,29
"713","01053",2007,17347511.9408976,18
"714","01053",2008,15512741.097681,17
"715","01053",2009,13970552.1643877,17
"716","01053",2010,13641075.2128065,25
"717","01053",2011,16717561.2662325,30
"718","01053",2013,12464331.3094032,27
"719","01053",2014,12896301.1648231,29
"720","01053",2015,16901096.046866,22
"721","01053",2016,14759899.5242977,25
"722","01053",2017,14367659.8613844,22
"723","01053",2019,12142915.1308701,37
"724","01053",2020,13551719.7272219,23
"725","01053",2021,9606718.30327793,27
"726","01053",2022,11615420.9975129,24
"727","01055",1982,16363867.932181,39
"728","01055",1990,8866928.73575217,42
"729","01055",1997,5205552.28148151,37
"730","01055",1998,6423460.33879652,30
"731","01055",1999,4295233.88697193,22
"732","01055",2000,5980875.15770108,38
"733","01055",2001,10429512.4076955,31
"734","01055",2002,7327794.85630125,27
"735","01055",2003,10592638.4323778,12
"736","01055",2004,7882777.96038242,37
"737","01055",2006,8186378.65941454,34
